date,page_id,page_title,content_type,sessions,bounce_rate,avg_time_min,monetized,revenue
2026-05-02,pg_004,Budget Meal Planning,guide,456,0.325,1.6,True,59.86
2026-05-02,pg_005,Remote Work Setup Guide,guide,438,0.51,2.3,True,121.78
2026-05-02,pg_006,SEO Basics 2026,howto,362,0.442,4.1,False,0
2026-05-02,pg_007,Old Product Roundup,review,48,0.577,3.4,True,5.36
2026-05-02,pg_008,Fitness Tracker Comparison,review,827,0.39,4.9,True,101.1
2026-05-03,pg_001,Best Laptops 2026,review,659,0.582,2.3,True,186.78
2026-05-03,pg_002,How to Start a Blog,howto,470,0.409,1.5,False,0
2026-05-03,pg_003,Top 10 VPN Services,review,742,0.692,4.3,False,0
2026-05-03,pg_004,Budget Meal Planning,guide,473,0.416,2.2,False,0
2026-05-03,pg_005,Remote Work Setup Guide,guide,363,0.477,2.0,False,0
2026-05-03,pg_006,SEO Basics 2026,howto,328,0.515,4.7,False,0
2026-05-03,pg_007,Old Product Roundup,review,35,0.546,3.3,True,7.61
2026-05-03,pg_008,Fitness Tracker Comparison,review,814,0.555,1.2,True,186.68
2026-05-04,pg_001,Best Laptops 2026,review,608,0.608,1.0,True,171.62
2026-05-04,pg_002,How to Start a Blog,howto,377,0.674,4.5,False,0
2026-05-04,pg_003,Top 10 VPN Services,review,655,0.686,2.3,True,181.42
2026-05-04,pg_004,Budget Meal Planning,guide,301,0.53,3.1,False,0
2026-05-04,pg_005,Remote Work Setup Guide,guide,504,0.665,1.7,False,0
2026-05-04,pg_006,SEO Basics 2026,howto,322,0.668,5.0,False,0
2026-05-04,pg_007,Old Product Roundup,review,44,0.675,4.8,False,0
2026-05-04,pg_008,Fitness Tracker Comparison,review,980,0.304,3.3,True,289.83
2026-05-05,pg_001,Best Laptops 2026,review,696,0.696,3.2,True,198.11
2026-05-05,pg_002,How to Start a Blog,howto,484,0.487,1.8,True,43.86
2026-05-05,pg_003,Top 10 VPN Services,review,780,0.403,1.7,True,193.2
2026-05-05,pg_004,Budget Meal Planning,guide,416,0.603,1.7,False,0
2026-05-05,pg_005,Remote Work Setup Guide,guide,495,0.631,3.1,True,107.57
2026-05-05,pg_006,SEO Basics 2026,howto,324,0.356,2.3,True,37.32
2026-05-05,pg_007,Old Product Roundup,review,37,0.602,4.8,True,8.54
2026-05-05,pg_008,Fitness Tracker Comparison,review,565,0.561,3.8,True,44.95
2026-05-06,pg_001,Best Laptops 2026,review,707,0.462,3.0,False,0
2026-05-06,pg_002,How to Start a Blog,howto,448,0.424,1.5,False,0
2026-05-06,pg_003,Top 10 VPN Services,review,701,0.546,1.9,True,61.9
2026-05-06,pg_004,Budget Meal Planning,guide,459,0.542,2.7,False,0
2026-05-06,pg_005,Remote Work Setup Guide,guide,392,0.515,3.7,True,43.85
2026-05-06,pg_006,SEO Basics 2026,howto,461,0.649,1.3,False,0
2026-05-06,pg_007,Old Product Roundup,review,50,0.331,3.3,True,9.35
2026-05-06,pg_008,Fitness Tracker Comparison,review,802,0.529,1.6,True,144.43
2026-05-07,pg_001,Best Laptops 2026,review,615,0.382,3.3,True,109.22
2026-05-07,pg_002,How to Start a Blog,howto,474,0.481,3.1,False,0
2026-05-07,pg_003,Top 10 VPN Services,review,587,0.485,4.2,True,87.46
2026-05-07,pg_004,Budget Meal Planning,guide,475,0.598,3.3,True,64.66
2026-05-07,pg_005,Remote Work Setup Guide,guide,295,0.698,4.7,True,83.62
2026-05-07,pg_006,SEO Basics 2026,howto,287,0.464,4.1,False,0
2026-05-07,pg_007,Old Product Roundup,review,57,0.558,2.7,False,0
2026-05-07,pg_008,Fitness Tracker Comparison,review,743,0.648,4.6,True,163.97
2026-05-08,pg_001,Best Laptops 2026,review,877,0.516,3.6,True,82.98
2026-05-08,pg_002,How to Start a Blog,howto,408,0.512,3.9,True,20.75
2026-05-08,pg_003,Top 10 VPN Services,review,570,0.419,3.7,True,104.3
2026-05-08,pg_004,Budget Meal Planning,guide,477,0.399,2.4,True,135.64
2026-05-08,pg_005,Remote Work Setup Guide,guide,454,0.345,4.2,False,0
2026-05-08,pg_006,SEO Basics 2026,howto,463,0.654,1.1,True,34.83
2026-05-08,pg_007,Old Product Roundup,review,32,0.539,3.8,True,7.52
2026-05-08,pg_008,Fitness Tracker Comparison,review,753,0.394,1.9,False,0
2026-05-09,pg_001,Best Laptops 2026,review,587,0.502,2.2,False,0
2026-05-09,pg_002,How to Start a Blog,howto,455,0.428,3.4,False,0
2026-05-09,pg_003,Top 10 VPN Services,review,713,0.421,1.6,True,75.05
2026-05-09,pg_004,Budget Meal Planning,guide,352,0.324,4.8,False,0
2026-05-09,pg_005,Remote Work Setup Guide,guide,498,0.55,2.7,False,0
2026-05-09,pg_006,SEO Basics 2026,howto,513,0.677,3.7,False,0
2026-05-09,pg_007,Old Product Roundup,review,40,0.467,1.6,True,9.54
2026-05-09,pg_008,Fitness Tracker Comparison,review,787,0.64,2.2,True,197.89
2026-05-10,pg_001,Best Laptops 2026,review,999,0.525,4.9,True,83.44
2026-05-10,pg_002,How to Start a Blog,howto,338,0.381,3.6,False,0
2026-05-10,pg_003,Top 10 VPN Services,review,966,0.337,3.9,True,113.13
2026-05-10,pg_004,Budget Meal Planning,guide,441,0.541,4.5,True,106.03
2026-05-10,pg_005,Remote Work Setup Guide,guide,453,0.524,2.9,False,0
2026-05-10,pg_006,SEO Basics 2026,howto,359,0.683,1.1,False,0
2026-05-10,pg_007,Old Product Roundup,review,57,0.347,5.0,True,6.31
2026-05-10,pg_008,Fitness Tracker Comparison,review,850,0.382,4.7,True,207.3
2026-05-11,pg_001,Best Laptops 2026,review,742,0.513,2.4,True,132.23
2026-05-11,pg_002,How to Start a Blog,howto,399,0.339,4.9,False,0
2026-05-11,pg_003,Top 10 VPN Services,review,963,0.666,2.5,True,183.58
2026-05-11,pg_004,Budget Meal Planning,guide,333,0.358,2.0,False,0
2026-05-11,pg_005,Remote Work Setup Guide,guide,418,0.467,1.6,False,0
2026-05-11,pg_006,SEO Basics 2026,howto,371,0.633,3.0,False,0
2026-05-11,pg_007,Old Product Roundup,review,49,0.403,4.3,False,0
2026-05-11,pg_008,Fitness Tracker Comparison,review,868,0.496,1.7,True,80.13
2026-05-12,pg_001,Best Laptops 2026,review,905,0.495,4.7,True,190.46
2026-05-12,pg_002,How to Start a Blog,howto,294,0.314,4.4,False,0
2026-05-12,pg_003,Top 10 VPN Services,review,880,0.606,2.6,False,0
2026-05-12,pg_004,Budget Meal Planning,guide,335,0.583,1.0,False,0
2026-05-12,pg_005,Remote Work Setup Guide,guide,369,0.547,3.7,False,0
2026-05-12,pg_006,SEO Basics 2026,howto,395,0.495,1.0,False,0
2026-05-12,pg_007,Old Product Roundup,review,31,0.512,2.1,False,0
2026-05-12,pg_008,Fitness Tracker Comparison,review,568,0.625,3.7,False,0
2026-05-13,pg_001,Best Laptops 2026,review,996,0.343,1.4,True,97.59
2026-05-13,pg_002,How to Start a Blog,howto,406,0.626,2.1,False,0
2026-05-13,pg_003,Top 10 VPN Services,review,739,0.462,3.3,False,0
2026-05-13,pg_004,Budget Meal Planning,guide,334,0.574,4.4,False,0
2026-05-13,pg_005,Remote Work Setup Guide,guide,485,0.604,1.4,False,0
2026-05-13,pg_006,SEO Basics 2026,howto,412,0.322,1.0,True,72.09
2026-05-13,pg_007,Old Product Roundup,review,43,0.614,3.3,False,0
2026-05-13,pg_008,Fitness Tracker Comparison,review,605,0.511,1.2,True,161.55
2026-05-14,pg_001,Best Laptops 2026,review,986,0.49,1.2,True,277.46
2026-05-14,pg_002,How to Start a Blog,howto,495,0.525,1.1,False,0
2026-05-14,pg_003,Top 10 VPN Services,review,710,0.685,3.3,True,162.01
2026-05-14,pg_004,Budget Meal Planning,guide,375,0.331,1.6,True,97.0
2026-05-14,pg_005,Remote Work Setup Guide,guide,373,0.659,2.3,False,0
2026-05-14,pg_006,SEO Basics 2026,howto,313,0.695,3.9,False,0
2026-05-14,pg_007,Old Product Roundup,review,57,0.321,2.7,False,0
2026-05-14,pg_008,Fitness Tracker Comparison,review,723,0.608,4.8,True,175.97
2026-05-15,pg_001,Best Laptops 2026,review,574,0.409,5.0,True,79.76
2026-05-15,pg_002,How to Start a Blog,howto,505,0.473,3.7,False,0
2026-05-15,pg_003,Top 10 VPN Services,review,601,0.547,4.2,True,42.38
2026-05-15,pg_004,Budget Meal Planning,guide,317,0.585,3.5,False,0
2026-05-15,pg_005,Remote Work Setup Guide,guide,356,0.343,1.0,False,0
2026-05-15,pg_006,SEO Basics 2026,howto,366,0.408,1.5,True,59.37
2026-05-15,pg_007,Old Product Roundup,review,46,0.463,1.1,True,3.37
2026-05-15,pg_008,Fitness Tracker Comparison,review,847,0.43,2.5,True,124.47
2026-05-16,pg_001,Best Laptops 2026,review,600,0.66,4.6,False,0
2026-05-16,pg_002,How to Start a Blog,howto,417,0.368,2.5,True,52.24
2026-05-16,pg_003,Top 10 VPN Services,review,796,0.325,2.7,True,136.16
2026-05-16,pg_004,Budget Meal Planning,guide,298,0.401,2.0,False,0
2026-05-16,pg_005,Remote Work Setup Guide,guide,422,0.378,1.4,False,0
2026-05-16,pg_006,SEO Basics 2026,howto,507,0.433,3.5,False,0
2026-05-16,pg_007,Old Product Roundup,review,40,0.434,4.3,False,0
2026-05-16,pg_008,Fitness Tracker Comparison,review,1027,0.354,2.3,False,0
2026-05-17,pg_001,Best Laptops 2026,review,656,0.426,4.9,False,0
2026-05-17,pg_002,How to Start a Blog,howto,349,0.578,3.0,False,0
2026-05-17,pg_003,Top 10 VPN Services,review,676,0.45,4.3,True,53.05
